indx	film	id	rank	release_date	release_year	five_yr	verdict	verdict_rank	budget	first_week	tot_net_gross	budget_adjust	first_week_adjust	tot_net_gross_adjust	success_flop	profit_ratio
1565	Right Yaa Wrong	116	1627	2010-03-12	2010	2010	Disaster	1	22.0	2.48	2.573	42.9	4.836	5.017	0.0	1.0
1566	Rahul	2073	1628	2001-04-06	2001	2000	Disaster	1	2.75	0.48	0.98	9.378	1.637	3.342	0.0	1.0
1567	Kaanchi	2233	1629	2014-04-25	2014	2010	Disaster	1	24.0	3.65	3.89	33.12	5.037	5.368	0.0	1.0
1568	Param Vir Chakra	3007	1630	1995-03-31	1995	1995	Disaster	1	1.0	0.233	0.54	5.27	1.228	2.846	0.0	1.0
1569	Kaalakaandi	3697	1631	2018-01-12	2018	2015	Disaster	1	18.0	4.3	4.785	20.7	4.945	5.503	0.0	1.0
1570	Uljhan	2063	1632	2001-05-04	2001	2000	Disaster	1	1.75	0.4	0.58	5.968	1.364	1.978	0.0	1.0
1571	Kaun Rokega Mujhe	2622	1633	1997-12-12	1997	1995	Disaster	1	1.5	0.245	0.435	6.525	1.066	1.892	0.0	1.0
1572	Superstar	184	1634	2008-02-08	2008	2005	Disaster	1	9.0	1.93	2.295	22.14	4.748	5.646	0.0	1.0
1573	David	1227	1635	2013-02-01	2013	2010	Disaster	1	35.0	3.73	3.815	52.85	5.632	5.761	0.0	1.0
1574	Chamku	216	1636	2008-08-29	2008	2005	Disaster	1	10.0	1.81	1.975	24.6	4.453	4.858	0.0	1.0
1575	Gautam Govinda	1244	1637	2002-10-11	2002	2000	Disaster	1	1.5	0.35	0.62	4.875	1.138	2.015	0.0	1.0
1576	Megha	2815	1638	1996-03-29	1996	1995	Disaster	1	0.8	0.23	0.35	3.84	1.104	1.68	0.0	1.0
1577	Provoked	359	1639	2006-04-07	2006	2005	Disaster	1	12.0	1.45	2.41	33.24	4.016	6.676	0.0	1.0
1578	Haasil	536	1640	2003-05-16	2003	2000	Disaster	1	3.75	0.685	1.1079999999999999	11.812	2.158	3.49	0.0	1.0
1579	Lav Kush	2668	1641	1997-07-25	1997	1995	Disaster	1	5.0	0.225	0.433	21.75	0.979	1.884	0.0	1.0
1580	Blank	5655	1642	2019-05-03	2019	2015	Disaster	1	16.0	4.88	5.005	17.6	5.368	5.506	0.0	1.0
1581	Junooniyat	3309	1643	2016-06-24	2016	2015	Disaster	1	12.0	3.1	3.693	14.76	3.813	4.542	0.0	1.0
1582	Maximum	1135	1644	2012-06-29	2012	2010	Disaster	1	15.0	2.94	3.025	25.2	4.939	5.082	0.0	1.0
1583	Rakht Charitra 2	129	1645	2010-12-04	2010	2010	Disaster	1	19.0	2.41	2.505	37.05	4.7	4.885	0.0	1.0
1584	Hijack	917	1646	2008-09-05	2008	2005	Disaster	1	9.0	1.99	2.135	22.14	4.895	5.252	0.0	1.0
1585	Chhal	646	1647	2002-08-09	2002	2000	Disaster	1	1.5	0.593	0.825	4.875	1.927	2.681	0.0	1.0
1586	Hadh	705	1648	2001-03-02	2001	2000	Disaster	1	2.75	0.43	0.598	9.378	1.466	2.039	0.0	1.0
1587	Bollywood Hollywood	1914	1649	2003-01-03	2003	2000	Disaster	1	10.0	0.76	1.72	31.5	2.394	5.418	0.0	1.0
1588	Bhaiaji Superhittt	5556	1650	2018-11-23	2018	2015	Disaster	1	26.0	4.3	4.4830000000000005	29.9	4.945	5.155	0.0	1.0
1589	Sauda - The Deal	1668	1651	2005-09-30	2005	2005	Disaster	1	2.5	0.67	1.103	7.3	1.956	3.221	0.0	1.0
1590	One Night Stand	3274	1652	2016-05-06	2016	2015	Disaster	1	17.0	3.28	3.45	20.91	4.034	4.244	0.0	1.0
1591	Nanu Ki Jaanu	3749	1653	2018-04-20	2018	2015	Disaster	1	15.0	4.355	4.498	17.25	5.008	5.173	0.0	1.0
1592	Rok Sako To Rok Lo	1772	1654	2004-12-10	2004	2000	Disaster	1	9.0	1.23	1.495	27.27	3.727	4.53	0.0	1.0
1593	Woh Tera Naam Tha	506	1655	2004-01-30	2004	2000	Disaster	1	2.75	0.593	0.895	8.332	1.797	2.712	0.0	1.0
1594	Help	124	1656	2010-08-13	2010	2010	Disaster	1	8.0	2.13	2.29	15.6	4.153	4.466	0.0	1.0
1595	Ab... Bas!	1781	1657	2004-11-26	2004	2000	Disaster	1	2.0	0.695	0.968	6.06	2.106	2.933	0.0	1.0
1596	Love In Nepal	1180	1658	2004-03-05	2004	2000	Disaster	1	4.5	0.67	0.97	13.635	2.03	2.939	0.0	1.0
1597	Zameer - The Fire Within	431	1659	2005-02-18	2005	2005	Disaster	1	4.5	0.575	0.975	13.14	1.679	2.847	0.0	1.0
1598	Chaahat Ek Nasha...	1745	1660	2005-02-11	2005	2005	Disaster	1	2.25	0.75	1.045	6.57	2.19	3.051	0.0	1.0
1599	Kahani Kismet Ki	2443	1661	1999-03-26	1999	1995	Disaster	1	2.0	0.255	0.43	7.1	0.905	1.526	0.0	1.0
1600	Love Games	3262	1662	2016-04-08	2016	2015	Disaster	1	10.0	2.9	3.113	12.3	3.567	3.829	0.0	1.0
1601	Genius	3818	1663	2018-08-24	2018	2015	Disaster	1	25.0	4.01	4.16	28.75	4.611	4.784	0.0	1.0
1602	Angaar - The Fire	1981	1664	2002-04-05	2002	2000	Disaster	1	0.9	0.335	0.598	2.925	1.089	1.944	0.0	1.0
1603	Jimmy	315	1665	2008-05-09	2008	2005	Disaster	1	9.0	1.18	1.338	22.14	2.903	3.291	0.0	1.0
1604	Qaidi	1974	1666	2002-05-03	2002	2000	Disaster	1	1.0	0.245	0.515	3.25	0.796	1.674	0.0	1.0
1605	Namak	2727	1667	1996-12-20	1996	1995	Disaster	1	1.25	0.218	0.315	6.0	1.046	1.512	0.0	1.0
1606	Helicopter Eela	3956	1668	2018-10-12	2018	2015	Disaster	1	24.0	4.19	4.298	27.6	4.818	4.943	0.0	1.0
1607	Baankey Ki Crazy Baraat	2981	1669	2015-08-28	2015	2015	Disaster	1	23.0	1.085	3.949	29.9	1.41	5.134	0.0	1.0
1608	Bin Bulaye Baraati	807	1670	2011-06-17	2011	2010	Disaster	1	10.0	1.66	2.33	17.8	2.955	4.147	0.0	1.0
1609	Rama Rama Kya Hai Drama	185	1671	2008-02-01	2008	2005	Disaster	1	8.0	1.71	2.023	19.68	4.207	4.977	0.0	1.0
1610	Raja Rani's Love In Jungle	2937	1672	1995-09-01	1995	1995	Disaster	1	0.35	0.14800000000000002	0.243	1.844	0.78	1.281	0.0	1.0
1611	Phobia	3290	1673	2016-05-27	2016	2015	Disaster	1	8.5	3.57	3.793	10.455	4.391	4.665	0.0	1.0
1612	Always Kabhi Kabhi	805	1674	2011-06-17	2011	2010	Disaster	1	11.0	2.885	3.0780000000000003	19.58	5.135	5.479	0.0	1.0
1613	Masaan	2903	1675	2015-07-24	2015	2015	Disaster	1	8.0	2.31	3.8080000000000003	10.4	3.003	4.95	0.0	1.0
1614	O Teri	2212	1676	2014-03-28	2014	2010	Disaster	1	15.0	3.54	3.625	20.7	4.885	5.002	0.0	1.0
1615	Souten - The Other Woman	1589	1677	2006-03-24	2006	2005	Disaster	1	3.5	0.76	1.083	9.695	2.105	3.0	0.0	1.0
1616	Jodi Kya Banayi Wah Wah Ramji	656	1678	2003-11-14	2003	2000	Disaster	1	2.5	0.79	1.06	7.875	2.488	3.339	0.0	1.0
1617	Iss Raat Ki Subah Nahin	2794	1679	1996-06-07	1996	1995	Disaster	1	0.9	0.085	0.5	4.32	0.408	2.4	0.0	1.0
1618	Khandaani Shafakhana	5697	1680	2019-08-02	2019	2015	Disaster	1	26.0	4.39	4.415	28.6	4.829	4.857	0.0	1.0
1619	Hawayein	568	1681	2003-08-22	2003	2000	Disaster	1	4.5	0.39	0.83	14.175	1.228	2.614	0.0	1.0
1620	The Revenge Geeta Mera Naam	2140	1682	2000-09-01	2000	2000	Disaster	1	0.55	0.22	0.415	1.942	0.777	1.465	0.0	1.0
1621	Humko Tumse Pyaar Hai	1601	1683	2006-02-24	2006	2005	Disaster	1	7.5	0.74	1.023	20.775	2.05	2.834	0.0	1.0
1622	Veer Savarkar	2010	1684	2001-11-30	2001	2000	Disaster	1	4.0	0.16	0.81	13.64	0.546	2.762	0.0	1.0
1623	Mitron	3868	1685	2018-09-14	2018	2015	Disaster	1	30.5	3.45	3.983	35.075	3.968	4.58	0.0	1.0
1624	Chetna - The Excitement	1698	1686	2005-06-24	2005	2005	Disaster	1	1.25	0.575	0.83	3.65	1.679	2.424	0.0	1.0
1625	Insaaf - The Justice	502	1687	2004-03-05	2004	2000	Disaster	1	4.75	0.68	0.875	14.392	2.06	2.651	0.0	1.0
1626	Daman	698	1689	2001-05-04	2001	2000	Disaster	1	1.5	0.265	0.565	5.115	0.904	1.927	0.0	1.0
1627	Chatur Singh Two Star	69	1690	2011-08-19	2011	2010	Disaster	1	23.0	2.17	2.33	40.94	3.863	4.147	0.0	1.0
1628	Lohpurush	2463	1691	1999-01-08	1999	1995	Disaster	1	1.0	0.22	0.373	3.55	0.781	1.324	0.0	1.0
1629	Mr. Joe B. Carvalho	2053	1692	2014-01-03	2014	2010	Disaster	1	17.0	2.925	2.965	23.46	4.036	4.092	0.0	1.0
1630	Kehtaa Hai Dil Baar Baar	648	1694	2002-11-15	2002	2000	Disaster	1	3.0	0.475	0.88	9.75	1.544	2.86	0.0	1.0
1631	Ramji Londonwaley	1679	1695	2005-09-02	2005	2005	Disaster	1	4.0	1.14	1.625	11.68	3.329	4.745	0.0	1.0
1632	Chingaari	286	1696	2006-02-17	2006	2005	Disaster	1	5.0	0.98	1.32	13.85	2.715	3.656	0.0	1.0
1633	Tere Bin Laden - Dead Or Alive	3234	1697	2016-02-26	2016	2015	Disaster	1	13.0	3.36	3.398	15.99	4.133	4.18	0.0	1.0
1634	Aanch	571	1698	2003-11-26	2003	2000	Disaster	1	4.0	0.505	0.765	12.6	1.591	2.41	0.0	1.0
1635	Dance Party	2943	1699	1995-07-21	1995	1995	Disaster	1	0.75	0.17800000000000002	0.27	3.952	0.938	1.423	0.0	1.0
1636	Yash	2764	1700	1996-08-30	1996	1995	Disaster	1	1.0	0.255	0.35	4.8	1.224	1.68	0.0	1.0
1637	Reshma	2913	1701	1995-11-03	1995	1995	Disaster	1	0.4	0.13	0.235	2.108	0.685	1.238	0.0	1.0
1638	Bombay To Bangkok	182	1702	2008-01-18	2008	2005	Disaster	1	7.0	1.83	1.9580000000000002	17.22	4.502	4.817	0.0	1.0
1639	Notebook	5633	1703	2019-03-29	2019	2015	Disaster	1	19.0	3.91	4.033	20.9	4.301	4.436	0.0	1.0
1640	Border Hindustan Ka	1902	1704	2003-06-20	2003	2000	Disaster	1	1.75	0.38	0.59	5.512	1.197	1.858	0.0	1.0
1641	Kucch Luv Jaisa	67	1705	2011-05-27	2011	2010	Disaster	1	10.0	2.7	2.7880000000000003	17.8	4.806	4.963	0.0	1.0
1642	Dil Jo Bhi Kahey	1264	1706	2005-09-23	2005	2005	Disaster	1	6.25	1.47	1.693	18.25	4.292	4.944	0.0	1.0
1643	Dil Hi Dil Mein	2179	1707	2000-04-21	2000	2000	Disaster	1	1.0	0.34	0.545	3.53	1.2	1.924	0.0	1.0
1644	Inteqam - The Perfect Game	504	1708	2004-10-29	2004	2000	Disaster	1	4.5	0.7	0.94	13.635	2.121	2.848	0.0	1.0
1645	Khoya Khoya Chand	251	1709	2007-12-07	2007	2005	Disaster	1	5.5	1.72	2.083	14.3	4.472	5.416	0.0	1.0
1646	Hawaizaada	2603	1710	2015-01-30	2015	2015	Disaster	1	34.0	3.44	3.535	44.2	4.472	4.596	0.0	1.0
1647	Sharaarat	623	1711	2002-07-12	2002	2000	Disaster	1	5.0	0.43	0.633	16.25	1.398	2.057	0.0	1.0
1648	Kismet Love Paisa Dilli	1145	1712	2012-10-05	2012	2010	Disaster	1	16.0	2.35	2.418	26.88	3.948	4.062	0.0	1.0
1649	Champakali	2161	1713	2000-06-23	2000	2000	Disaster	1	0.45	0.17	0.36	1.588	0.6	1.271	0.0	1.0
1650	Jumbo	1372	1714	2008-12-25	2008	2005	Disaster	1	21.0	1.655	2.528	51.66	4.071	6.219	0.0	1.0
1651	Bazaar - The Market Of Love Lust And Desire	1845	1715	2004-04-09	2004	2000	Disaster	1	0.85	0.34	0.63	2.576	1.03	1.909	0.0	1.0
1652	Chaalis Chauraasi	25	1716	2012-01-13	2012	2010	Disaster	1	9.25	2.21	2.56	15.54	3.713	4.301	0.0	1.0
1653	Loveshhuda	3223	1717	2016-02-19	2016	2015	Disaster	1	22.0	2.92	2.9619999999999997	27.06	3.592	3.643	0.0	1.0
1654	Zindaggi Rocks	380	1718	2006-10-06	2006	2005	Disaster	1	7.0	1.565	1.915	19.39	4.335	5.305	0.0	1.0
1655	Pizza	2283	1719	2014-07-18	2014	2010	Disaster	1	10.0	3.335	3.355	13.8	4.602	4.63	0.0	1.0
1656	Julie 2	3663	1720	2017-11-24	2017	2015	Disaster	1	8.5	2.49	2.6	10.2	2.988	3.12	0.0	1.0
1657	Kisaan	175	1721	2009-08-28	2009	2005	Disaster	1	15.0	1.52	1.77	33.75	3.42	3.982	0.0	1.0
1658	Lal Salaam	1973	1722	2002-05-03	2002	2000	Disaster	1	1.25	0.353	0.52	4.062	1.147	1.69	0.0	1.0
1659	Team - The Force	1078	1723	2009-06-05	2009	2005	Disaster	1	8.0	1.385	1.595	18.0	3.116	3.589	0.0	1.0
1660	Khanjar	586	1724	2003-06-27	2003	2000	Disaster	1	5.0	0.395	0.605	15.75	1.244	1.906	0.0	1.0
1661	No Smoking	257	1725	2007-10-26	2007	2005	Disaster	1	7.5	1.8880000000000001	2.0980000000000003	19.5	4.909	5.455	0.0	1.0
1662	Dil Ke Jharoke Mein	2691	1726	1997-04-11	1997	1995	Disaster	1	1.25	0.265	0.38799999999999996	5.438	1.153	1.688	0.0	1.0
1663	Aashayein	110	1727	2010-08-27	2010	2010	Disaster	1	18.0	2.14	2.21	35.1	4.173	4.31	0.0	1.0
1664	Koi Aap Sa	1649	1728	2005-10-14	2005	2005	Disaster	1	4.0	1.28	1.4480000000000002	11.68	3.738	4.228	0.0	1.0
1665	Manto	3879	1729	2018-09-21	2018	2015	Disaster	1	30.5	2.91	3.39	35.075	3.346	3.898	0.0	1.0
1666	Taj Mahal - An Eternal Love Story	1641	1730	2005-11-18	2005	2005	Disaster	1	10.0	1.09	1.47	29.2	3.183	4.292	0.0	1.0
1667	Chal Chala Chal	996	1731	2009-02-06	2009	2005	Disaster	1	8.0	1.17	1.295	18.0	2.632	2.914	0.0	1.0
1668	Teen Thay Bhai	59	1732	2011-04-15	2011	2010	Disaster	1	11.0	2.36	2.47	19.58	4.201	4.397	0.0	1.0
1669	Pyar Ka Rog	3140	1733	1994-04-29	1994	1995	Disaster	1	0.45	0.10800000000000001	0.179	2.596	0.623	1.033	0.0	1.0
1670	Jayantabhai Ki Love Story	1246	1734	2013-02-15	2013	2010	Disaster	1	14.5	2.39	2.475	21.895	3.609	3.737	0.0	1.0
1671	Yeh Majhdhaar	2816	1735	1996-03-29	1996	1995	Disaster	1	1.5	0.185	0.315	7.2	0.888	1.512	0.0	1.0
1672	Lekar Hum Deewana Dil	2272	1736	2014-07-04	2014	2010	Disaster	1	2.82	2.915	2.989	3.892	4.023	4.125	0.0	2.0
1673	Nirnayak	2616	1737	1997-12-26	1997	1995	Disaster	1	1.25	0.19	0.285	5.438	0.826	1.24	0.0	1.0
1674	Patth	1190	1738	2003-11-07	2003	2000	Disaster	1	2.25	0.49	0.645	7.087	1.543	2.032	0.0	1.0
1675	Ek Aur Jung	2038	1739	2001-07-20	2001	2000	Disaster	1	0.7	0.235	0.44	2.387	0.801	1.5	0.0	1.0
1676	Baghaawat... Ek Jung	2090	1740	2001-01-26	2001	2000	Disaster	1	0.9	0.17	0.355	3.069	0.58	1.211	0.0	1.0
1677	Tum Milo Toh Sahi	121	1741	2010-04-02	2010	2010	Disaster	1	12.0	1.99	2.105	23.4	3.88	4.105	0.0	1.0
1678	Omerta	3761	1742	2018-05-04	2018	2015	Disaster	1	12.0	3.02	3.263	13.8	3.473	3.752	0.0	1.0
1679	Shagird	64	1744	2011-05-13	2011	2010	Disaster	1	12.0	1.83	1.868	21.36	3.257	3.325	0.0	1.0
1680	Shirdi Sai Baba	2028	1745	2001-09-07	2001	2000	Disaster	1	3.25	0.26	0.408	11.082	0.887	1.391	0.0	1.0
1681	Classic Dance Of Love	1729	1746	2005-03-18	2005	2005	Disaster	1	3.75	0.53	0.71	10.95	1.548	2.073	0.0	1.0
1682	Speedy Singhs	836	1746	2011-09-23	2011	2010	Disaster	1	35.0	2.305	2.5639999999999996	62.3	4.103	4.564	0.0	1.0
1683	Do Lafzon Ki Kahani	3298	1747	2016-06-10	2016	2015	Disaster	1	11.0	2.8	2.94	13.53	3.444	3.616	0.0	1.0
1684	Ahista Ahista	270	1748	2006-08-18	2006	2005	Disaster	1	4.0	1.47	1.655	11.08	4.072	4.584	0.0	1.0
1685	Khullam Khulla Pyaar Karen	437	1749	2005-04-29	2005	2005	Disaster	1	6.75	0.43	0.745	19.71	1.256	2.175	0.0	1.0
1686	Maharathi	1367	1750	2008-12-05	2008	2005	Disaster	1	9.5	1.86	2.0180000000000002	23.37	4.576	4.964	0.0	1.0
1687	Aazaan	846	1751	2011-10-14	2011	2010	Disaster	1	33.0	1.6	1.893	58.74	2.848	3.37	0.0	1.0
1688	Mohabbat Aur Jung	2588	1752	1998-03-13	1998	1995	Disaster	1	0.9	0.188	0.3	3.681	0.769	1.227	0.0	1.0
1689	Chhoti Bahoo	3054	1753	1994-12-02	1994	1995	Disaster	1	0.55	0.153	0.24	3.174	0.883	1.385	0.0	1.0
1690	Darwaza Bandh Rakho	289	1754	2006-08-04	2006	2005	Disaster	1	3.75	1.45	1.65	10.388	4.016	4.57	0.0	1.0
1691	Papa The Great	2151	1755	2000-07-28	2000	2000	Disaster	1	1.75	0.313	0.40299999999999997	6.177	1.105	1.423	0.0	1.0
1692	Phhir	821	1756	2011-08-12	2011	2010	Disaster	1	6.0	1.7	1.848	10.68	3.026	3.289	0.0	1.0
1693	Jeena Isi Ka Naam Hai	3478	1757	2017-03-03	2017	2015	Disaster	1	25.5	0.218	0.228	30.6	0.262	0.274	0.0	1.0
1694	Kuch Kuch Locha Hai	2863	1759	2015-05-08	2015	2015	Disaster	1	15.0	2.54	2.645	19.5	3.302	3.439	0.0	1.0
1695	The Body	5786	1760	2019-12-13	2019	2015	Disaster	1	19.0	3.34	3.378	20.9	3.674	3.716	0.0	1.0
1696	Moksha	1260	1761	2001-11-30	2001	2000	Disaster	1	5.0	0.31	0.49	17.05	1.057	1.671	0.0	1.0
1697	Machine	3485	1762	2017-03-17	2017	2015	Disaster	1	30.0	2.16	2.293	36.0	2.592	2.752	0.0	1.0
1698	Warning	1539	1763	2013-09-27	2013	2010	Disaster	1	10.0	2.41	2.5380000000000003	15.1	3.639	3.832	0.0	1.0
1699	Hello Darling	125	1764	2010-08-27	2010	2010	Disaster	1	11.0	1.85	1.92	21.45	3.608	3.744	0.0	1.0
1700	Go	222	1765	2007-10-05	2007	2005	Disaster	1	5.5	1.35	1.409	14.3	3.51	3.663	0.0	1.0
1701	Geeta Mera Naam	2139	1766	2000-09-01	2000	2000	Disaster	1	0.4	0.165	0.31	1.412	0.582	1.094	0.0	1.0
1702	Fareb	435	1767	2005-07-08	2005	2005	Disaster	1	3.5	0.54	0.745	10.22	1.577	2.175	0.0	1.0
1703	Ek Chalis Ki Last Local	1467	1768	2007-05-18	2007	2005	Disaster	1	3.5	1.545	1.808	9.1	4.017	4.701	0.0	1.0
1704	Nidaan	2150	1769	2000-07-28	2000	2000	Disaster	1	0.75	0.29	0.48	2.648	1.024	1.694	0.0	1.0
1705	Welcome To New York	3721	1770	2018-02-16	2018	2015	Disaster	1	36.0	2.97	3.033	41.4	3.415	3.488	0.0	1.0
1706	Hatya - The Murder	1793	1771	2004-10-15	2004	2000	Disaster	1	1.25	0.37	0.595	3.787	1.121	1.803	0.0	1.0
1707	Return Of Hanuman	1514	1772	2007-12-28	2007	2005	Disaster	1	16.0	1.385	1.8530000000000002	41.6	3.601	4.818	0.0	1.0
1708	Snip!	2111	1773	2000-12-08	2000	2000	Disaster	1	0.8	0.318	0.625	2.824	1.123	2.206	0.0	1.0
1709	Sur - The Melody of Life	641	1774	2002-09-13	2002	2000	Disaster	1	2.0	0.5329999999999999	0.708	6.5	1.732	2.301	0.0	1.0
1710	Vartmaan	3013	1775	1995-03-03	1995	1995	Disaster	1	3.5	0.10800000000000001	0.193	18.445	0.569	1.017	0.0	1.0
1711	One By Two	2104	1776	2014-01-31	2014	2010	Disaster	1	21.0	2.77	2.803	28.98	3.823	3.868	0.0	1.0
1712	Beiimaan Love	3412	1777	2016-10-14	2016	2015	Disaster	1	30.0	2.1	2.233	36.9	2.583	2.747	0.0	1.0
1713	Nazarr	2712	1778	1997-01-24	1997	1995	Disaster	1	1.25	0.155	0.22	5.438	0.674	0.957	0.0	1.0
1714	Red Alert - The War Within	122	1779	2010-07-09	2010	2010	Disaster	1	10.0	1.37	1.423	19.5	2.672	2.775	0.0	1.0
1715	Patthar Aur Payal	2122	1780	2000-10-27	2000	2000	Disaster	1	0.45	0.14	0.308	1.588	0.494	1.087	0.0	1.0
1716	Aligarh	3233	1781	2016-02-26	2016	2015	Disaster	1	11.0	2.29	2.7030000000000003	13.53	2.817	3.325	0.0	1.0
1717	Maan Gaye Mughall-E-Azam	331	1782	2008-08-22	2008	2005	Disaster	1	8.0	1.715	1.755	19.68	4.219	4.317	0.0	1.0
1718	Naughty @ 40	797	1783	2011-04-29	2011	2010	Disaster	1	10.0	1.215	1.39	17.8	2.163	2.474	0.0	1.0
1719	Ishq Qayamat	1817	1784	2004-08-20	2004	2000	Disaster	1	0.85	0.365	0.59	2.576	1.106	1.788	0.0	1.0
1720	Malaal	5679	1785	2019-07-05	2019	2015	Disaster	1	16.0	2.95	3.113	17.6	3.245	3.424	0.0	1.0
1721	Waiting	3289	1786	2016-05-27	2016	2015	Disaster	1	6.5	2.075	2.656	7.995	2.552	3.267	0.0	1.0
1722	Mother	2354	1787	1999-10-22	1999	1995	Disaster	1	2.5	0.23800000000000002	0.35	8.875	0.845	1.242	0.0	1.0
