film	id	rank	release_date	verdict	budget	first_week	tot_net_gross
Daku Dilruba	2157	1846	14-Jul-00	Disaster	3500000	1300000	2400000
Mere Aagosh Mein	2191	1847	21-Jan-00	Disaster	2500000	1575000	2550000
Jai Bhawani	2158	1848	14-Jul-00	Disaster	3000000	1300000	2400000
Duniyaa Jhukti Hai	2808	1849	5-Apr-96	Disaster	4500000	NaN	1800000
Behen Hogi Teri	3548	1850	9-Jun-17	Disaster	130000000	21200000	22225000
Basti	1896	1851	8-Aug-03	Disaster	15000000	2600000	3925000
Jallad No. 1	2105	1852	22-Dec-00	Disaster	5000000	1150000	2525000
Rani Mera Naam	2141	1853	25-Aug-00	Disaster	3500000	1400000	2400000
Baabarr	1115	1854	11-Sep-09	Disaster	45000000	12850000	14200000
Hatya Kaand	2525	1855	4-Sep-98	Disaster	3000000	NaN	2400000
Banaras - A Mystic Love Story	280	1856	7-Apr-06	Disaster	45000000	7200000	9400000
That Girl in Yellow Boots	831	1857	2-Sep-11	Disaster	40000000	15650000	19950000
Raat Ke Gunaah	3057	1858	25-Nov-94	Disaster	1500000	NaN	1175000
Silsiilay	425	1859	17-Jun-05	Disaster	60000000	10100000	11500000
Paisa Vasool	492	1860	9-Jan-04	Disaster	30000000	3850000	4625000
Tera Intezaar	3670	1861	1-Dec-17	Disaster	110000000	18200000	18900000
Ankahee	272	1862	19-May-06	Disaster	60000000	9700000	10525000
Badla Sherni Ka	1999	1863	14-Dec-01	Disaster	3500000	950000	2500000
Aggar	230	1864	14-Sep-07	Disaster	70000000	8650000	9085000
Meri Pyaari Bahania Banegi Dulhania	2043	1865	17-Aug-01	Disaster	7000000	1475000	2625000
Zameen Ke Neeche	2450	1866	26-Feb-99	Disaster	2500000	NaN	2200000
Jalebi	3957	1867	12-Oct-18	Disaster	75000000	22800000	23425000
Yun Hota Toh Kya Hota	1557	1868	21-Jul-06	Disaster	62500000	8800000	12375000
Deshdrohi	1365	1869	14-Nov-08	Disaster	30000000	3100000	5850000
Angry Indian Goddesses	3156	1870	4-Dec-15	Disaster	90000000	13850000	21075000
Mashooka	1692	1871	15-Jul-05	Disaster	15000000	2500000	4450000
Laal Rang	3268	1872	22-Apr-16	Disaster	100000000	18400000	19275000
Kuchh Meetha Ho Jaye	1717	1873	15-Apr-05	Disaster	40000000	8500000	11000000
Mumbai 125 KM	2331	1874	17-Oct-14	Disaster	110000000	17900000	18200000
Tezaab - The Acid of Love	1754	1875	4-Feb-05	Disaster	12500000	2800000	4675000
Arjun: The Warrior Prince	1111	1876	25-May-12	Disaster	75000000	15600000	17825000
Bold	1650	1877	7-Oct-05	Disaster	7500000	2800000	5175000
Dasvidaniya	1363	1878	14-Nov-08	Disaster	40000000	9050000	14250000
Yeh Lamhe Judaai Ke	480	1879	9-Apr-04	Disaster	12500000	4600000	5700000
Jhootha Kahin Ka	5694	1880	19-Jul-19	Disaster	NaN	24100000	24275000
Bullet Ek Dhamaka	1753	1881	4-Feb-05	Disaster	55000000	3400000	4675000
Speed	259	1882	19-Oct-07	Disaster	90000000	10400000	11300000
3 Storeys	3731	1883	9-Mar-18	Disaster	110000000	20650000	22085000
Jai Mummy Di	5800	1884	17-Jan-20	Disaster	140000000	23800000	24075000
Jagira	2080	1885	16-Feb-01	Disaster	5000000	1250000	2350000
Border Kashmir	1960	1886	19-Jul-02	Disaster	5000000	NaN	2600000
Click	897	1887	19-Feb-10	Disaster	75000000	11550000	12150000
Heerabai	2181	1888	17-Mar-00	Disaster	2500000	1150000	2125000
Chaalbaaz	1897	1889	1-Aug-03	Disaster	7500000	1900000	3250000
Sorry Bhai!	203	1890	28-Nov-08	Disaster	90000000	11875000	14075000
Red Swastik	1480	1891	8-Jun-07	Disaster	22500000	3800000	5900000
Motichoor Chaknachoor	5736	1892	15-Nov-19	Disaster	190000000	22500000	23725000
Sarhad Paar	1444	1893	9-Mar-07	Disaster	130000000	5900000	6700000
Aryan	276	1894	15-Dec-06	Disaster	70000000	8450000	9600000
Laila Majnu	3831	1895	7-Sep-18	Disaster	NaN	21750000	21840000
Maha Yuddh	2497	1896	4-Dec-98	Disaster	5000000	NaN	2000000
Sambandh - The Relation	1785	1897	29-Oct-04	Disaster	5500000	2075000	3900000
Waisa Bhi Hota Hai Part II	547	1898	14-Nov-03	Disaster	22500000	4900000	6650000
Hum Tum Shabana	837	1899	30-Sep-11	Disaster	120000000	13550000	14100000
Suno Sasurjee	500	1900	27-Feb-04	Disaster	37500000	1500000	4100000
Khuda Kasam	133	1901	26-Nov-10	Disaster	90000000	4800000	7600000
Budhia Singh Born To Run	3352	1902	5-Aug-16	Disaster	NaN	19100000	19245000
Mard Ko Dard Nahin Hota	5628	1903	21-Mar-19	Disaster	170000000	19500000	22675000
Main Phir Aaoongi	2508	1904	13-Nov-98	Disaster	2500000	NaN	1900000
I See You	302	1905	29-Dec-06	Disaster	80000000	10250000	11975000
Gang Of Ghosts	2209	1906	21-Mar-14	Disaster	160000000	17050000	17875000
Dhanak	3302	1907	17-Jun-16	Disaster	NaN	14300000	19100000
Hey Bro	2721	1908	6-Mar-15	Disaster	NaN	14650000	15500000
Ab To Jeene Do	2977	1909	19-May-95	Disaster	30000000	775000	1200000
Bobby - Love & Lust	1637	1910	25-Nov-05	Disaster	7000000	3300000	5125000
Kaali Ki Saugandh	2118	1911	10-Nov-00	Disaster	5000000	NaN	2100000
Her Nights	1992	1912	18-Jan-02	Disaster	3000000	NaN	2300000
Karle Pyaar Karle	2100	1913	17-Jan-14	Disaster	260000000	13350000	14075000
Naughty Boy	1587	1914	31-Mar-06	Disaster	17500000	3675000	4725000
Chot	1830	1915	18-Jun-04	Disaster	10000000	2525000	4250000
Do Fantoosh	3097	1916	1-Jul-94	Disaster	NaN	NaN	900000
Tower House	2427	1917	16-Apr-99	Disaster	2500000	NaN	1900000
Khooni Shaitan	1938	1918	15-Nov-02	Disaster	2500000	NaN	2400000
Ek Se Bure Do	1010	1919	10-Apr-09	Disaster	60000000	4600000	7450000
Apartment	919	1920	23-Apr-10	Disaster	55000000	11750000	12135000
Bose - The Forgotten Hero	1710	1921	13-May-05	Disaster	40000000	4100000	8600000
Shankar Shambhu	2192	1922	7-Jan-00	Disaster	3500000	1200000	1900000
Machhali Jal Ki Rani Hai	2261	1923	13-Jun-14	Disaster	55000000	12400000	13325000
Model - The Beauty	1757	1924	21-Jan-05	Disaster	7000000	2600000	3675000
Adivasi Queen	2645	1925	26-Sep-97	Disaster	3000000	NaN	1500000
Ghost	5766	1926	18-Oct-19	Disaster	NaN	NaN	21100000
Aakhri Chetawani	3325	1927	10-Dec-93	Disaster	1250000	NaN	725000
Titli	3111	1928	30-Oct-15	Disaster	NaN	15500000	17870000
Love Breakups Zindagi	841	1929	7-Oct-11	Disaster	100000000	14100000	15110000
Chain Kulii Ki Main Kulii	1471	1930	22-Jun-07	Disaster	40000000	10100000	11300000
Victoria No. 203	264	1931	31-Aug-07	Disaster	90000000	9200000	9650000
Miss Anara	1481	1932	22-Jun-07	Disaster	8000000	3500000	4825000
Darawani Haveli	2710	1933	24-Jan-97	Disaster	2000000	NaN	1400000
Kisse Pyaar Karoon	1000	1934	27-Feb-09	Disaster	72500000	7275000	7800000
Saas Bahu Aur Sensex	1355	1935	19-Sep-08	Disaster	52500000	10900000	12050000
Popcorn Khao! Mast Ho Jao	1801	1936	1-Oct-04	Disaster	22500000	7700000	8950000
Ship Of Thesues	1309	1937	19-Jul-13	Disaster	30000000	5175000	17725000
Hottest Mail.Com	1807	1938	3-Sep-04	Disaster	6500000	2150000	3600000
Jai Dakshineshwar Kaali Maa	2766	1939	23-Aug-96	Disaster	3000000	1150000	1525000
Guddu Ki Gun	3113	1940	30-Oct-15	Disaster	NaN	13400000	14675000
Khote Sikkey	2502	1941	20-Nov-98	Disaster	7000000	1225000	1975000
7 1/2 Phere	1689	1942	29-Jul-05	Disaster	20000000	6500000	11300000
Shola - Fire Of Love	1780	1943	3-Dec-04	Disaster	6000000	1750000	3150000
Ek Hi Bhool	1648	1944	14-Oct-05	Disaster	6500000	2300000	4225000
Queen Of Khajuraho	2041	1945	6-Jul-01	Disaster	2000000	NaN	1900000
Mirchi - It's Hot	1818	1946	13-Aug-04	Disaster	4000000	1800000	3350000
Pyaasi	1882	1947	2-May-03	Disaster	1500000	NaN	2300000
Firaaq	790	1948	20-Mar-09	Disaster	65000000	8800000	11525000
The House Next Door	3648	1949	10-Nov-17	Disaster	NaN	13600000	17975000
Road Movie	115	1950	5-Mar-10	Disaster	140000000	11700000	13150000
Ishkq In Paris	1279	1951	24-May-13	Disaster	210000000	16200000	16690000
Pyaar Mein Twist	436	1952	2-Sep-05	Disaster	37500000	7200000	9250000
Don Muthu Swami	1328	1953	23-May-08	Disaster	47500000	4450000	5950000
Masti	3150	1954	25-Mar-94	Disaster	3000000	NaN	775000
Chehraa	434	1955	18-Feb-05	Disaster	40000000	3250000	4225000
Tamanchey	2325	1956	10-Oct-14	Disaster	100000000	13350000	13875000
Nyaydaata	2405	1957	18-Jun-99	Disaster	7500000	NaN	1800000
Holiday	300	1958	10-Feb-06	Disaster	35000000	7300000	7925000
Galtiyaan - The Mistake	1590	1959	17-Mar-06	Disaster	7500000	2300000	4175000
Samrat & Co.	2232	1960	25-Apr-14	Disaster	150000000	14200000	15425000
Chalk N Duster	3207	1961	15-Jan-16	Disaster	120000000	15800000	16010000
Shaheed- E-Azam	1966	1962	31-May-02	Disaster	17500000	1500000	2250000
Purani Khabar	2536	1963	28-Aug-98	Disaster	2500000	NaN	1600000
Pret Aatma	2652	1964	29-Aug-97	Disaster	2500000	NaN	1300000
Main Hoon Kunwari Dulhan	2078	1965	16-Mar-01	Disaster	2500000	NaN	1725000
Chambal Ki Kasam	2361	1966	1-Oct-99	Disaster	3000000	NaN	1600000
Rockford	2348	1967	12-Nov-99	Disaster	6000000	NaN	3700000
The Great Kaamdev	1961	1968	12-Jul-02	Disaster	2000000	NaN	2000000
Ek Lootera	2034	1969	3-Aug-01	Disaster	5500000	1075000	1850000
Leela	1945	1970	1-Nov-02	Disaster	22500000	1900000	7400000
Jiyaala	2569	1971	15-May-98	Disaster	5000000	NaN	1300000
John Day	1484	1972	13-Sep-13	Disaster	90000000	15600000	16055000
Encounter - The Killing	636	1973	9-Aug-02	Disaster	8000000	900000	3950000
Bhindi Bazaar Inc	808	1974	17-Jun-11	Disaster	50000000	11300000	11950000
Aabra Ka Daabra 3D	1767	1975	24-Dec-04	Disaster	80000000	6000000	7350000
Qatal-E-Aam	1741	1976	18-Feb-05	Disaster	12500000	1400000	2950000
Phoolan Bai	2031	1977	24-Aug-01	Disaster	2000000	NaN	1750000
Lupt	5536	1978	2-Nov-18	Disaster	NaN	15700000	16800000
Marigold	253	1979	17-Aug-07	Disaster	190000000	8750000	9080000
Ghatothkoch - Master Of Magic	1331	1980	23-May-08	Disaster	65000000	7550000	10950000
Tamboo Mein Bamboo	2000	1981	14-Dec-01	Disaster	1500000	NaN	1775000
Love Sonia	3869	1982	14-Sep-18	Disaster	NaN	15900000	16450000
Uff Kya Jaadoo Mohabbat Hai..!	1834	1983	21-May-04	Disaster	30000000	5150000	7450000
Sar Kati Laash	2362	1984	8-Oct-99	Disaster	2500000	NaN	1550000
Dhokha	237	1985	31-Aug-07	Disaster	45000000	7050000	7515000
Shukriya	493	1986	8-Oct-04	Disaster	50000000	4400000	5000000
My Friend Pinto	845	1987	14-Oct-11	Disaster	90000000	12100000	13225000
Kama Sundari	2046	1988	22-Jun-01	Disaster	3000000	NaN	1750000
Aaya Yauwan Jhoom Ke	2381	1989	3-Sep-99	Disaster	2000000	NaN	1500000
Chal Kanvaria Shiv Ke Dham	2735	1990	15-Nov-96	Disaster	4000000	NaN	1300000
...Woh	1851	1991	26-Mar-04	Disaster	9000000	3450000	5150000
Sandwich	386	1992	25-Aug-06	Disaster	100000000	3400000	4750000
Alibaba Aur 40 Chor	1771	1993	10-Dec-04	Disaster	15000000	1900000	3450000
Beyond The Clouds	3750	1994	20-Apr-18	Disaster	60000000	15250000	16250000
Patel Ki Punjabi Shaadi	3603	1995	15-Sep-17	Disaster	110000000	15800000	15985000
Qatil Chandalini	2456	1996	19-Feb-99	Disaster	2000000	NaN	1500000
Deewana Hoon Pagal Nahi	2580	1997	3-Apr-98	Disaster	8500000	850000	1425000
Bhaag Johnny	3039	1998	25-Sep-15	Disaster	NaN	12500000	12775000
Purani Jeans	2238	1999	2-May-14	Disaster	110000000	12800000	13600000
Hawas Ki Raat	2059	2000	11-May-01	Disaster	2000000	NaN	1650000
Daku Bhairav Singh	2089	2001	26-Jan-01	Disaster	5000000	NaN	1650000
Angaar Vadee	2564	2002	22-May-98	Disaster	4000000	NaN	1700000
Rokkk	901	2003	5-Mar-10	Disaster	52500000	6975000	7625000
Agnipankh	498	2004	27-Feb-04	Disaster	55000000	4700000	5425000
Mallika	945	2005	3-Sep-10	Disaster	35000000	6700000	7425000
Madhubaala	1585	2006	31-Mar-06	Disaster	20000000	2425000	3450000
Sixteen	1296	2007	12-Jul-13	Disaster	27500000	11050000	12950000
Isi Life Mein...!	973	2008	24-Dec-10	Disaster	85000000	6950000	10125000
Paapi Farishte	2959	2009	7-Jul-95	Disaster	2500000	NaN	900000
Kuku Mathur Ki Jhand Ho Gayi	2252	2010	30-May-14	Disaster	65000000	14100000	14370000
Parched	3388	2011	23-Sep-16	Disaster	240000000	10500000	14300000
Karar - The Deal	2178	2012	24-Jan-14	Disaster	8500000	NaN	4200000
Yehi Hai High Society	1727	2013	25-Mar-05	Disaster	6500000	1450000	2750000
Madam Don	2350	2014	29-Oct-99	Disaster	2500000	NaN	1600000
Qayamat Hi Qayamat	1060	2015	15-Sep-12	Disaster	20000000	4000000	5675000
Turning 30!!!	768	2016	14-Jan-11	Disaster	70000000	9375000	12000000
Bhayaanak	2545	2017	31-Jul-98	Disaster	1500000	NaN	1300000
City Of Gold - Mumbai 1982: Ek Ankahi Kahani	920	2018	23-Apr-10	Disaster	52500000	8550000	8785000
Straight	1066	2019	20-Mar-09	Disaster	42500000	8575000	10825000
Sindoor Ki Holi	2778	2020	5-Jul-96	Disaster	2500000	NaN	1100000
Garam	1750	2021	11-Feb-05	Disaster	2000000	NaN	2400000
Hosh	1822	2022	6-Aug-04	Disaster	6500000	1850000	2800000
The Last Lear	207	2023	13-Sep-08	Disaster	110000000	8800000	10550000
Ganga Dacait	2128	2024	6-Oct-00	Disaster	2000000	NaN	1500000
Chand Sa Roshan Chehra	1735	2025	4-Mar-05	Disaster	15000000	2800000	3625000
FryDay	3959	2026	12-Oct-18	Disaster	NaN	14800000	15250000
Sabse Badhkar Hum	1249	2027	30-Aug-02	Disaster	8500000	1050000	1925000
Topless	1677	2028	9-Sep-05	Disaster	12500000	1950000	3400000
Janam Se Pehle	3164	2029	11-Mar-94	Disaster	4500000	NaN	650000
Mighty Raju - Rio Calling	2246	2030	16-May-14	Disaster	52500000	11050000	13850000
Meenaxi - Tale Of 3 Cities	1849	2031	2-Apr-04	Disaster	40000000	4250000	5800000
Ekkees Toppon Ki Salaami	2324	2032	10-Oct-14	Disaster	75000000	14100000	14355000
Bindiya Aur Bandook 2	1871	2033	26-Dec-03	Disaster	3000000	NaN	2100000
Bumm Bumm Bole	928	2034	14-May-10	Disaster	70000000	9500000	9755000
Hastey Hastey - Follow Your Heart	1332	2035	30-May-08	Disaster	45000000	8350000	9300000
MP3 - Mera Pehla Pehla Pyaar	1477	2036	8-Jun-07	Disaster	45000000	7000000	9100000
Main Solah Baras Ki	2543	2037	7-Aug-98	Disaster	17500000	1100000	1525000
Dobaara - See Your Evil	3545	2038	2-Jun-17	Disaster	NaN	13600000	13870000
404	801	2039	20-May-11	Disaster	40000000	9375000	11625000
Bollywood Calling	2012	2040	23-Nov-01	Disaster	5000000	1050000	3350000
Hyderabad Blues 2 - Rearranged Marriage	1775	2041	2-Jul-04	Disaster	22500000	3400000	6600000
Tumse Milke... Wrong Number	1189	2042	12-Dec-03	Disaster	15000000	2600000	2800000
Tara Rani Ki Amar Katha	3134	2043	27-May-94	Disaster	1000000	NaN	625000
Tada	590	2044	29-Aug-03	Disaster	15000000	1350000	2000000
Mahal	1995	2045	11-Jan-02	Disaster	3000000	NaN	1600000
Dil Bechara Pyaar Ka Maara	1792	2046	15-Oct-04	Disaster	20000000	3650000	4675000
64 Kaam Kalayen	1926	2047	27-Dec-02	Disaster	2000000	NaN	1750000
Dobara	499	2048	24-Sep-04	Disaster	30000000	3150000	3750000
Ladies Tailor	1562	2049	7-Jul-06	Disaster	25000000	2700000	3725000
Bhavesh Joshi Superhero	3778	2050	1-Jun-18	Disaster	210000000	14100000	14590000
Zindagi 50-50	1277	2051	24-May-13	Disaster	35000000	5850000	6320000
Mahabharat	2005	2052	27-Dec-13	Disaster	250000000	11900000	12550000
Time Pass	1704	2053	3-Jun-05	Disaster	12500000	2400000	3600000
Chupke Se	584	2054	12-Sep-03	Disaster	25000000	2900000	3950000
Shudra - The Rising	1157	2055	19-Oct-12	Disaster	50000000	6125000	8325000
Vapsi Saajan Ki	2970	2056	9-Jun-95	Disaster	9500000	NaN	1100000
Jai Maa Karwa Chauth	3071	2057	14-Oct-94	Disaster	800000	NaN	600000
Krishna	1522	2058	29-Sep-06	Disaster	32500000	6100000	7550000
Heartless	2126	2059	7-Feb-14	Disaster	110000000	8500000	8730000
My Name is Anthony Gonsalves	181	2060	11-Jan-08	Disaster	70000000	6400000	7275000
Vaada Raha...	1116	2061	11-Sep-09	Disaster	60000000	7650000	8025000
Lahore	909	2062	19-Mar-10	Disaster	95000000	7600000	8800000
Aa Gaya Hero	3487	2063	17-Mar-17	Disaster	85000000	8750000	9975000
Jai Mahalaxmi Maa	2711	2064	24-Jan-97	Disaster	3500000	NaN	1100000
Inteqam Aurat Ka	2380	2065	3-Sep-99	Disaster	2500000	NaN	1300000
Gangobai	1957	2066	16-Aug-02	Disaster	2500000	NaN	1650000
Dal - The Gang	2030	2067	31-Aug-01	Disaster	6500000	1100000	1800000
Desh Devi Maa Ashapura Madhwali	1937	2068	29-Nov-02	Disaster	10000000	1200000	2350000
Meri Biwi Ka Jawab Nahin	503	2069	2-Jul-04	Disaster	22500000	1800000	2675000
Shaitani Aatma	2520	2070	25-Sep-98	Disaster	1500000	NaN	1250000
Khooni Ilaaka - The Prohibited Area	2421	2071	14-May-99	Disaster	2000000	NaN	1350000
Jwaala Daku	2132	2072	29-Sep-00	Disaster	3500000	750000	1400000
Char Dham	2611	2073	16-Jan-98	Disaster	6000000	850000	1275000
Aadhamkor Hasina	1962	2074	21-Jun-02	Disaster	2000000	NaN	1550000
Ganga Maange Khoon	2714	2075	17-Jan-97	Disaster	3500000	NaN	1000000
Nigehbaan - The Third Eye	1739	2076	25-Feb-05	Disaster	12500000	1750000	3050000
3:00 AM	2314	2077	26-Sep-14	Disaster	85000000	10850000	11010000
Striker	893	2078	5-Feb-10	Disaster	110000000	8900000	9000000
Aakhri Dacait	2119	2079	10-Nov-00	Disaster	4500000	NaN	1400000
Tell Me O Kkhuda	850	2080	27-Oct-11	Disaster	160000000	8550000	8985000
Chala Mussaddi - Office Office	815	2081	5-Aug-11	Disaster	65000000	10000000	10375000
Ghar Mein Ho Saali To Pura Saal Diwali	2015	2082	16-Nov-01	Disaster	2500000	NaN	1450000
Ek Haseena Thi Ek Deewana Tha	3557	2083	30-Jun-17	Disaster	140000000	11600000	12650000
Le Chal Apne Sang	751	2084	17-Mar-00	Disaster	8000000	1100000	1750000
Mirch	969	2085	17-Dec-10	Disaster	37500000	8600000	9075000
Shortcut Romeo	914	2086	21-Jun-13	Disaster	140000000	9100000	10025000
Vajra - The Weapon	1855	2087	12-Mar-04	Disaster	5500000	1650000	2175000
Hum Kaun Hai	1806	2088	3-Sep-04	Disaster	47500000	4125000	4700000
Maine Gandhi Ko Nahin Mara	1669	2089	30-Sep-05	Disaster	22500000	4475000	6825000
God of Gods	5616	2090	1-Mar-19	Disaster	NaN	NaN	1000000
Mr. 100% - The Real Player	1594	2091	10-Mar-06	Disaster	22500000	2200000	3125000
Delhii Heights	1454	2092	30-Mar-07	Disaster	42500000	6550000	7065000
Na Ghar Ke Na Ghaat Ke	906	2093	12-Mar-10	Disaster	57500000	6900000	7275000
Dulhan Bani Daayan	2369	2094	24-Sep-99	Disaster	2000000	NaN	1300000
Saansein - The Last Breath	3433	2095	25-Nov-16	Disaster	NaN	7750000	9400000
Khopdi - The Skull	2395	2096	30-Jul-99	Disaster	2000000	NaN	1450000
Bijlee	2145	2097	4-Aug-00	Disaster	2500000	NaN	1300000
Ramgadh Ki Ramkali	2060	2098	4-May-01	Disaster	2500000	NaN	1300000
Wafaa	1371	2099	19-Dec-08	Disaster	20000000	2300000	3375000
Daku Ganga Jamuna	2138	2100	15-Sep-00	Disaster	2500000	NaN	1275000
Three - Love Lies Betrayal	1112	2101	4-Sep-09	Disaster	40000000	6700000	7250000
Parzania	1423	2102	26-Jan-07	Disaster	30000000	2900000	7600000
Zindagi Khoobsoorat Hai	647	2103	4-Oct-02	Disaster	20000000	2300000	3200000
Maatr	3513	2104	21-Apr-17	Disaster	85000000	11500000	11725000
I Love NY	2897	2105	10-Jul-15	Disaster	160000000	11900000	11995000
Life Mein Kabhi Kabhiee	1473	2106	13-Apr-07	Disaster	50000000	7050000	7605000
Kaise Kaise Rishte	3347	2107	5-Nov-93	Disaster	2000000	NaN	425000
Zaroorat	2052	2108	1-Jun-01	Disaster	2500000	NaN	1350000
Jai Maa Vaishnav Devi	3006	2109	31-Mar-95	Disaster	3500000	NaN	750000
Junglee Tarzan	2014	2110	16-Nov-01	Disaster	2000000	NaN	1350000
Rabba Main Kya Karoon	1412	2111	2-Aug-13	Disaster	110000000	10250000	10575000
A Perfect Guest PG	3489	2112	17-Mar-17	Disaster	NaN	NaN	675000
Shamshaan	2112	2113	17-Nov-00	Disaster	2000000	NaN	1225000
Haal - E - Dil	885	2114	20-Jun-08	Disaster	60000000	4650000	5200000
Bhai Thakur	2107	2115	8-Dec-00	Disaster	4000000	NaN	1300000
Hot Mashooka - A Dangerous Lover	1697	2116	24-Jun-05	Disaster	6000000	1300000	2250000
Best Partner	1625	2117	30-Dec-05	Disaster	2000000	NaN	2200000
Raat Ke Saudagar	1947	2118	27-Sep-02	Disaster	5500000	1000000	1550000
Prachin Kaam Sutra	1905	2119	18-Apr-03	Disaster	2500000	NaN	1550000
Sardar	3070	2120	4-Nov-94	Disaster	NaN	NaN	1250000
Sankat City	1092	2121	10-Jul-09	Disaster	32500000	4800000	8250000
Allah Ke Banday	967	2122	26-Nov-10	Disaster	90000000	7000000	7290000
Main Jyoti Tu Jwala	2095	2123	26-Jan-01	Disaster	2500000	NaN	1150000
Real Life Of Supermodel	1540	2124	27-Sep-13	Disaster	50000000	5450000	5850000
Hanuman Da Damdaar	3543	2125	2-Jun-17	Disaster	NaN	9925000	11350000
Bhopal - A Prayer For Rain	2469	2126	5-Dec-14	Disaster	NaN	9700000	11625000
Photograph	5621	2127	15-Mar-19	Disaster	NaN	13000000	13070000
Miss Tanakpur Haazir Ho	2886	2128	26-Jun-15	Disaster	60000000	11150000	11395000
Tere Liye	763	2129	14-Dec-01	Disaster	12500000	1250000	1975000
Jungle Ka Sher	1847	2130	2-Apr-04	Disaster	2500000	NaN	1700000
Radio	1103	2131	3-Dec-09	Disaster	90000000	6950000	7065000
Dafan	2079	2132	16-Mar-01	Disaster	2500000	NaN	1200000
Phool Bane Patthar	2740	2133	25-Oct-96	Disaster	4500000	NaN	900000
Fever	3353	2134	5-Aug-16	Disaster	NaN	10800000	10965000
Rahasya	2602	2135	30-Jan-15	Disaster	60000000	7000000	11125000
Daas Dev	3754	2136	27-Apr-18	Disaster	NaN	11400000	11975000
Rajjo	1764	2137	15-Nov-13	Disaster	110000000	8300000	8725000
Game	1419	2138	5-Jan-07	Disaster	15000000	2950000	4025000
Bhookha Sher	707	2139	31-Aug-01	Disaster	5500000	700000	1300000
Mudda - The Issue	589	2140	12-Dec-03	Disaster	17500000	1800000	3500000
Badmaash No. 1	1976	2141	5-Apr-02	Disaster	5500000	NaN	1450000
Krishna Aur Kans	1162	2142	3-Aug-12	Disaster	120000000	6500000	9850000
Miley Naa Miley Hum	853	2143	4-Nov-11	Disaster	130000000	6950000	7060000
Pyaasa Haiwan	1872	2144	28-Nov-03	Disaster	2500000	NaN	1600000
Sholabai	1958	2145	16-Aug-02	Disaster	2000000	NaN	1350000
Khoon Ki Pyasi Daayan	2535	2146	28-Aug-98	Disaster	1500000	NaN	1050000
