	indx	film	id	rank	release_date	release_year	five_yr	verdict	verdict_rank	budget	first_week	tot_net_gross	budget_adjust	first_week_adjust	tot_net_gross_adjust	success_flop	profit_ratio	footfalls	screens	runtime	release_week	holiday_release	multiple_releases	genre	sequel_remake	production_banner	actors	directors	producers	music	lyrics	screenplay	dialogue	story	production_banner_exp	production_banner_hits	actors_exp	actors_hits	directors_exp	directors_hits	producers_exp	producers_hits	music_exp	music_hits	lyrics_exp	lyrics_hits	screenplay_exp	screenplay_hits	dialogue_exp	dialogue_hits	story_exp	story_hits	directors_awards	actors_awards	music_awards	lyrics_awards	screenplay_awards	dialogue_awards	story_awards
1416	1416	Dil Pardesi Ho Gayaa	580	1473	2003-12-12	2003	2000	Disaster	1	2.75	1.4	1.95	8.662	4.41	6.142	0	1	853000	130	152	49	0	2	Love Story	0	Saawan Kumar Productions	Kapil Jhaveri|Saloni Aswani|Amrish Puri|Ashutosh Rana	Saawan Kumar Tak	Saawan Kumar Tak	Usha Khanna	Saawan Kumar Tak	Saawan Kumar Tak	Shyam Gupta	Shyam Gupta	1.0	0.0	26.0	4.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1417	1417	Himmatwala	2487	1474	1998-12-25	1998	1995	Disaster	1	1.75	0.515	0.89	7.1579999999999995	2.106	3.64	0	1	851000	80	122	51	0	2	Drama	0	Tina Films International	Mithun Chakraborty|Ayesha Jhulka|Rajesh Sharma|Radhika	Jayant Gilatar	A. Krishnamurthi	Tabun Sutradhar	Dev Kohli	Anwar Shah|Masood Patel	Tanveer Khan	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1418	1418	Khatron Ke Khiladi	2064	1475	2001-05-04	2001	2000	Disaster	1	1.5	0.53	0.985	5.115	1.807	3.359	0	1	848000	80	178	17	0	2	Action	0	ABC Pictures Pvt. Ltd.	Mithun Chakraborty|Puru Raajkumar|Sudesh Berry|Ronit Roy	Imran Khalid	Sanjay D. Chaturvedi	Gunwant-Raj|Ram Shankar	Aseem Shirazi|Rajeshwari Dasgupta|Ibrahim Ashik	none	none	none	0.0	0.0	57.0	1.0	5.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1419	1419	Youngistaan	2213	1476	2014-03-28	2014	2010	Disaster	1	28.0	6.24	6.985	38.64	8.611	9.639	0	1	846000	1000	133	12	0	2	Drama	0	MSM Motion Pictures|Puja Entertainment Ltd.	Jacky Bhagnani|Neha Sharma|Farooque Shaikh|Boman Irani	Syed Ahmed Afzal	Vashu Bhagnani	Jeet Ganguly|Sneha Khanwalkar|Shiraz Uppal|Shree-Isshq	Shakeel Sohail	none	none	none	7.0	0.0	22.0	3.0	0.0	0.0	6.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1420	1420	Yeh Mohabbat Hai	1988	1477	2002-02-08	2002	2000	Disaster	1	4.0	0.84	1.245	13.0	2.73	4.046	0	1	841000	100	151	5	0	0	Love Story	0	Cinevistaas Ltd.	Akanksha Malhotra|Rahul Bhatt|Nasir Khan|Mohini	Umesh Mehra	Sunil Mehta|Umesh Mehra|Prem Krishan	Anand Raj Anand	Dev Kohli	none	Usmon Azim	none	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	22.0	3.0	61.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1421	1421	Mirzya	3398	1478	2016-10-07	2016	2015	Disaster	1	63.0	7.62	7.922999999999999	77.49	9.373	9.745	0	1	738000	1750	129	40	2	2	Love Story	0	Cinestaan Film Company|Rakesh Omprakash Mehra Pictures	Harshvardhan Kapoor|Saiyami Kher|Anuj Chaudhary|Art Malik	Rakesh Omprakash Mehra	Rajiv Tandon|Rohit Khattar|Rakesh Omprakash Mehra|P.S. Bharathi	Shankar-Ehsaan-Loy	Gulzar	none	none	none	3.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	16.0	4.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
1422	1422	Agni Putra	2187	1479	2000-02-04	2000	2000	Disaster	1	1.25	0.5	0.893	4.412	1.765	3.1519999999999997	0	1	829000	75	134	5	0	2	Action	0	J.K. Movie Unit	Mithun Chakraborty|Vineeta|Shashikala|Asrani	Vijay Reddy	Jawahar Kaul	Nikhil-Vinay	Anand Bakshi	Anwar Khan	Anwar Khan	Anwar Khan	0.0	0.0	59.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	42.0	10.0	2.0	0.0	16.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1423	1423	Inteha	559	1480	2003-10-24	2003	2000	Disaster	1	2.75	1.42	1.9680000000000002	8.662	4.473	6.199	0	1	828000	160	154	42	1	3	Thriller	0	Entertainment One	Ashmit Patel|Vidya Mallavde|Nauheed Cyrusi|Avtar Gill	Vikram Bhatt	Mukesh Bhatt	Anu Malik	Dev Kohli|Rahat Indori|Praveen Bhardwaj	Mahesh Bhatt	none	none	0.0	0.0	0.0	0.0	5.0	2.0	6.0	2.0	52.0	6.0	74.0	4.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1424	1424	Shohrat	2787	1481	1996-06-28	1996	1995	Disaster	1	0.9	0.37	0.633	4.32	1.776	3.0380000000000003	0	1	826000	45	154	25	0	2	Action	0	Mini Films International	Avinash Wadhavan|Sudesh Berry|Madhoo|Varsha Usgaonkar	Satish-Rajan	Saakshi Thakur	Nikhil-Vinay	Rani Malik|Yogesh|Ankit Sagar	Meeraq Mirza	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1425	1425	Just Married	1452	1482	2007-03-16	2007	2005	Disaster	1	8.0	3.24	4.17	20.8	8.424	10.842	0	1	825000	250	136	10	0	1	Rom - Com	0	Pritish Nandy Communications	Fardeen Khan|Esha Deol|Kirron Kher|Satish Shah	Meghna Gulzar	Pritish Nandy|Rangita Pritish Nandy	Pritam	Gulzar	Meghna Gulzar	Meghna Gulzar	none	11.0	0.0	32.0	5.0	1.0	0.0	17.0	0.0	17.0	4.0	15.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1426	1426	Rangrezz	655	1485	2013-03-22	2013	2010	Disaster	1	23.0	6.34	6.65	34.73	9.573	10.042	0	1	803000	1150	144	11	0	2	Drama	0	Puja Entertainment Ltd.	Jacky Bhagnani|Priya Anand|Vijay Verma|Amitosh Nagpal	Priyadarshan	Vashu Bhagnani	Sajid Wajid	Sameer	Mushtaq Sheikh	Manisha Korde	P. Samuthirakani	5.0	0.0	4.0	0.0	8.0	0.0	5.0	0.0	26.0	7.0	50.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1427	1427	Agni Varsha	1951	1486	2002-08-30	2002	2000	Disaster	1	6.0	1.3	1.71	19.5	4.225	5.558	0	1	802000	120	130	34	0	2	Drama	0	IDream Production	Jackie Shroff|Raveena Tandon|Nagarjuna Akkineni|Milind Soman	Arjun Sajnani	none	Sandesh Shandilya	Javed Akhtar	Girish Karnad	Anil Mehta|Arjun Sajnani|T. Jayshree	none	0.0	0.0	55.0	5.0	0.0	0.0	0.0	0.0	1.0	1.0	31.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
1428	1428	Why Cheat India	5571	1487	2019-01-18	2019	2015	Disaster	1	23.0	8.61	8.785	25.3	9.471	9.664	0	1	673000	1600	121	2	0	2	Drama	0	Ellipsis Entertainment|Emraan Hashmi Films|T-Series	Emraan Hashmi|Shreya Dhanwanthary|Shibani Bedi|Snigdhadeep Chatterjee	Soumik Sen	Praveen Hashmi|Bhushan Kumar|Tanuj Garg|Atul Kasbekar|Krishan Kumar	Kunaal-Rangon	none	none	none	none	36.0	6.0	7.0	0.0	1.0	0.0	58.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1429	1429	Heeralal Pannalal	2352	1489	1999-10-22	1999	1995	Disaster	1	1.5	0.585	0.848	5.325	2.077	3.01	0	1	799000	80	131	42	1	1	Comedy	0	Indian Talkies	Mithun Chakraborty|Payal Malhotra|Dakshna|Johny Lever	Kawal Sharma	Kawal Sharma	Anand Raj Anand	Shaheen Iqbal	Rajeev Kaul|Praful Parekh	Anwar Khan	none	0.0	0.0	53.0	3.0	1.0	0.0	1.0	0.0	11.0	2.0	2.0	0.0	18.0	4.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1430	1430	Karobaar	746	1490	2000-09-15	2000	2000	Disaster	1	6.0	0.785	1.145	21.18	2.7710000000000004	4.042	0	1	796000	100	154	37	0	1	Thriller	0	TVM International	Rishi Kapoor|Anil Kapoor|Juhi Chawla|Tinnu Anand	Rakesh Roshan	Gava	Rajesh Roshan	Javed Akhtar	Ravi Kapoor	Sachin Bhowmick|Ravi Kapoor	none	0.0	0.0	39.0	9.0	2.0	1.0	0.0	0.0	22.0	3.0	21.0	4.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1431	1431	Darr @ The Mall	2175	1491	2014-02-21	2014	2010	Disaster	1	16.0	5.31	5.75	22.08	7.327999999999999	7.935	0	1	790000	1200	124	7	0	2	Horror	0	Contiloe Pictures Pvt. Ltd.|MSM Motion Pictures	Jimmy Shergill|Nushrat Bharucha|Arif Zakaria|Neeraj Khetarpal	Pawan Kirpalani	Abhimanyu Singh	Shankar-Ehsaan-Loy	Amitabh Bhattacharya	Pawan Kirpalani|Agrim Joshi	Agrim Joshi	none	2.0	0.0	17.0	3.0	1.0	0.0	1.0	0.0	23.0	5.0	31.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1432	1432	Aiyyaa	1149	1492	2012-10-12	2012	2010	Disaster	1	19.0	5.93	6.07	31.92	9.962	10.198	0	1	787000	900	149	41	0	2	Comedy	0	Anurag Kashyap Films Pvt. Ltd.|Viacom 18 Motion Pictures	Rani Mukherjee|Prithviraj Sukumaran|Subodh Bhave	Sachin Kundalkar	Anurag Kashyap|Guneet Monga	Amit Trivedi	Amitabh Bhattacharya	Sachin Kundalkar	Sachin Kundalkar	none	6.0	0.0	6.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1433	1433	Veerappan	3291	1493	2016-05-27	2016	2015	Disaster	1	14.0	6.16	6.425	17.22	7.577000000000001	7.903	0	1	783000	1200	125	21	0	2	Drama	0	Viking Media & Entertainment	Sandeep Bharadwaj|Sachiin Joshi|Lisa Ray|Usha Jadhav	Ram Gopal Verma	Sachiin Joshi	Jeet Ganguly	Manoj Muntashir|Manoj Yadav	R.D. Tailang	R.D. Tailang	none	3.0	0.0	3.0	0.0	5.0	0.0	1.0	0.0	12.0	3.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1434	1434	Hum Tum Aur Ghost	118	1494	2010-03-26	2010	2010	Disaster	1	21.0	4.07	4.885	40.95	7.937	9.526	0	1	783000	450	136	12	0	4	Sci Fi / Fantasy	0	Shooting Star Pvt. Ltd.|Studio 18	Arshad Warsi|Dia Mirza|Sandhya Mridul|Boman Irani	Kabeer Kaushik	Arshad Warsi|Maria Goretti	Shankar-Ehsaan-Loy	Javed Akhtar	Arshad Warsi	Arshad Warsi	none	2.0	0.0	40.0	6.0	2.0	0.0	0.0	0.0	19.0	4.0	28.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
1435	1435	Raja Bhaiya	563	1495	2003-10-24	2003	2000	Disaster	1	4.75	1.18	1.65	14.962	3.717	5.1979999999999995	0	1	781000	145	130	42	1	3	Comedy	0	Right Image Films Pvt. Ltd.	Govinda|Aarti Chhabria|Sadashiv Amrapurkar|Kanishkaa Kapoor	Raman Kumar	Kalyani Singh	Surinder Singh Sodhi|Nadeem-Shravan	Sameer|Maan Singh Deep|Govinda	none	none	none	0.0	0.0	31.0	4.0	0.0	0.0	0.0	0.0	19.0	1.0	106.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1436	1436	Dushman Duniya Ka	2757	1496	1996-09-20	1996	1995	Disaster	1	1.25	0.44299999999999995	0.703	6.0	2.126	3.3739999999999997	0	1	781000	60	152	37	1	1	Drama	0	Canmore Cinema	Jeetendra|Sumalatha|Manzoor Ali|Mehmood	Mehmood	Ashok Mishra|Masoom Ali|Babu Bhai	Anu Malik	Ravindra Jain	Aziz Qaisi	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1437	1437	Gangster	2919	1497	1995-10-20	1995	1995	Disaster	1	1.0	0.44	0.618	5.27	2.319	3.2569999999999997	0	1	780000	55	157	42	0	2	Drama	0	Navketan International Films	Dev Anand|Mamta Kulkarni|Manu Gargi|Anita Ayub	Dev Anand	Dev Anand	Jatin-Lalit	M.G. Hashmat|Pramod Kumar	Dev Anand	Dev Anand	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1438	1438	Muskaan	487	1498	2004-03-26	2004	2000	Disaster	1	4.0	1.31	2.04	12.12	3.969	6.181	0	1	774000	80	125	12	0	2	Love Story	0	Super Cassettes Industries Pvt. Ltd.|V.R. Enterprises Pvt. Ltd.	Aftab Shivdasani|Gracy Singh|Neha|Parvin Dabas	Rohit Nayyar|Manish Sharma	Bhushan Kumar|Krishan Kumar|N.R. Pachisia	Nikhil-Vinay	Sameer	none	none	none	4.0	0.0	18.0	2.0	0.0	0.0	5.0	0.0	6.0	0.0	116.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1439	1439	Pataakha	3919	1499	2018-09-28	2018	2015	Disaster	1	19.0	7.61	7.962999999999999	21.85	8.752	9.157	0	1	589000	875	135	38	0	1	Drama	0	B4U|Kyta Productions	Sanya Malhotra|Radhika Madan|Sunil Grover|Vijay Raaz	Vishal Bhardwaj	Vishal Bhardwaj|Ajay Kapoor|Dheeraj Wadhawan|Ishan Saxena|Rekha Bhardwaj	Vishal Bhardwaj	none	none	none	none	0.0	0.0	5.0	1.0	3.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1440	1440	Watan	3107	1500	1994-06-17	1994	1995	Disaster	1	0.5	0.16	0.34	2.885	0.9229999999999999	1.962	0	1	764000	30	149	24	0	1	Action	0	Limbani Pictures	Ajinkya Deo|Sujata Mehta|Deepak Saraf|Karunakar Pathak	Imran Khalid	Ravji H. Limbani	Suman Gopal	Meeraq Mirza|Surendra Sathi|Nawab Arzoo	Khalid Majeed	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1441	1441	Namaste England	3968	1501	2018-10-18	2018	2015	Disaster	1	54.0	7.48	7.922999999999999	62.1	8.602	9.111	0	1	598000	2100	149	41	2	1	Rom - Com	0	Blockbuster Movie Entertainers|Pen India Pvt. Ltd.|Reliance Entertainment	Arjun Kapoor|Parineeti Chopra|Aditya Seal|Anjum Batra	Vipul Amrutlal Shah	Akshay Jayantilal Gada|Dhaval Jayantilal Gada|Vipul Amrutlal Shah	Mannan Shaah|Rishi Rich|Baadshah	none	none	none	none	32.0	3.0	14.0	2.0	0.0	0.0	11.0	1.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1442	1442	Zahreela	703	1502	2001-03-02	2001	2000	Disaster	1	1.25	0.53	0.865	4.262	1.807	2.95	0	1	761000	65	118	8	0	2	Action	0	Aabha Films	Mithun Chakraborty|Om Puri|Kashmira Shah|Madhumita	Raj N. Sippy	Rajiv Babbar	Anand-Milind	Dev Kohli	none	Sanjay Kumar	Iqbal Durrani	7.0	0.0	67.0	3.0	4.0	0.0	7.0	0.0	52.0	3.0	65.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1443	1443	Paagalpan	2055	1503	2001-06-08	2001	2000	Disaster	1	2.25	0.67	1.03	7.672000000000001	2.285	3.512	0	1	761000	70	147	22	0	2	Love Story	0	Rajiv Shah Films	Karan Nath|Aarti Agarwal|Vilas Ujawane|Bharat Dabholkar	Joy Augustine	Ravi Doddi	Raju Singh	Sameer	Joy Augustine	Jool Paranjpe|Janak-Hriday	none	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	108.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1444	1444	Risk	352	1504	2007-01-19	2007	2005	Disaster	1	6.0	2.45	2.83	15.6	6.37	7.358	0	1	756000	300	155	2	0	1	Thriller	0	K Sera Sera Productions Ltd.	Vinod Khanna|Randeep Hooda|Tanushree Datta|Zakir Hussain	Vishram Sawant	Parag Sanghavi	Bappi-Tutal|Akbar Sami	Sandeep Nath|Amitabh Verma	Vishram Sawant	none	none	10.0	0.0	7.0	0.0	1.0	0.0	2.0	0.0	7.0	1.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1445	1445	Aapko Pehle Bhi Kahin Dekha Hai	579	1505	2003-01-10	2003	2000	Disaster	1	4.25	1.19	1.515	13.388	3.748	4.772	0	1	755000	135	144	1	0	0	Love Story	0	Anubhav Sinha Productions Pvt. Ltd.|Super Cassettes Industries Pvt. Ltd.	Priyanshu Chatterjee|Sakshi Shivanand|Farida Jalal|Manoj Pahwa	Anubhav Sinha	Bhushan Kumar|Anubhav Sinha	Nikhil-Vinay	Anand Bakshi|Nitin Raikwar|Rajan Raj	none	none	none	4.0	0.0	8.0	2.0	1.0	0.0	1.0	0.0	5.0	0.0	49.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1446	1446	Pran Jaye Par Shaan Na Jaye	551	1506	2003-05-02	2003	2000	Disaster	1	3.25	0.97	1.528	10.237	3.056	4.813	0	1	754000	90	136	17	0	1	Comedy	0	Mindblowing Movies	Raveena Tandon|Namrata Shirodkar|Dia Mirza|Rinke Khanna	Sanjay Jha	Sagoon Wagh|Mahesh Manjrekar|Raj Lalchandani|Asoo Nihalani	Daboo Malik|Nitin Raikwar	none	none	none	none	0.0	0.0	40.0	4.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1447	1447	Paltan	3830	1507	2018-09-07	2018	2015	Disaster	1	35.0	7.3	7.77	40.25	8.395	8.936	0	1	683000	1400	154	35	0	2	Action	0	J.P. Films|Zee Studios	Jackie Shroff|Arjun Rampal|Sonu Sood|Gurmeet Choudhary	J.P. Dutta	none	Anu Malik	Javed Akhtar	J.P. Dutta	J.P. Dutta	J.P. Dutta	3.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1448	1448	Sholay Aur Toofan	3167	1508	1994-03-04	1994	1995	Disaster	1	0.25	0.16	0.31	1.442	0.9229999999999999	1.7890000000000001	0	2	751000	25	129	9	0	0	Action	0	Devi Films	Sriprada|Raj Premi|Damini|Priya Rao	N. Paryani	Mohan T. Gehani	Anand-Milind	Mahendra Dahelvi|Fitarat Bhopali	Mahendra Dahelvi	Mahendra Dahelvi	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1449	1449	Dharma Karma	2643	1509	1997-10-03	1997	1995	Disaster	1	1.25	0.36	0.645	5.438	1.5659999999999998	2.806	0	1	751000	50	128	39	2	1	Action	0	Prince Pictures	Dharmendra|Jeetendra|Rahul Roy|Rohit Kumar	Ravi Varma	Shamjee B. Patel|Gyanchand Chauhan	Bappi Lahiri	Nawab Arzoo	Ravi Varma	Ravi Varma	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1450	1450	Kaun Sachcha Kaun Jhootha	2692	1511	1997-04-11	1997	1995	Disaster	1	2.0	0.54	0.733	8.7	2.349	3.1889999999999996	0	1	747000	90	134	14	0	2	Mystery	0	R.V. Productions	Rishi Kapoor|Sridevi|Suresh Oberoi|Gulshan Grover	Partho Ghosh	Kamlesh Doshi	Rajesh Roshan	Sameer	Ranbir Pushp	Anwar Khan	Ranbir Pushp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1451	1451	Ek Se Badhkar Ek	496	1512	2004-09-17	2004	2000	Disaster	1	6.5	1.75	2.115	19.695	5.3020000000000005	6.4079999999999995	0	1	744000	200	146	37	1	0	Comedy	0	Sai Trinetra Arts	Suneil Shetty|Raveena Tandon|Shekhar Suman|Isha Koppikar	Kundan Shah	Pammi Sandhu	Anand Raj Anand	Dev Kohli|Majrooh Sultanpuri	Dilip Shukla	Dilip Shukla	none	0.0	0.0	44.0	0.0	3.0	1.0	0.0	0.0	29.0	2.0	58.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1452	1452	Teen Patti	101	1513	2010-02-26	2010	2010	Disaster	1	18.0	4.62	4.765	35.1	9.009	9.292	0	1	736000	575	142	8	0	1	Thriller	0	Hinduja Ventures|Serendipity Films	Amitabh Bachchan|R. Madhavan|Shraddha Kapoor|Raima Sen	Leena Yadav	Ambika A Hinduja	Salim-Sulaiman	Asif Ali Beg|Ajinkya Iyer|Irfan Siddique	Leena Yadav	none	none	1.0	0.0	30.0	3.0	1.0	0.0	1.0	0.0	19.0	2.0	10.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
1453	1453	C Kkompany	217	1514	2008-08-29	2008	2005	Disaster	1	10.0	3.14	3.49	24.6	7.724	8.585	0	1	730000	500	120	34	0	3	Comedy	0	Balaji Motion Pictures	Mithun Chakraborty|Tusshar Kapoor|Anupam Kher|Rajpal Yadav	Sachin Yardi	Ekta Kapoor|Shobha Kapoor	Bappa Lahiri|Anand Raj Anand	Shabbir Ahmed|Anand Raj Anand	none	none	none	5.0	1.0	37.0	4.0	0.0	0.0	10.0	2.0	31.0	2.0	24.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1454	1454	Kaafila	249	1515	2007-08-10	2007	2005	Disaster	1	17.0	2.16	2.468	44.2	5.6160000000000005	6.417000000000001	0	1	728000	270	155	31	0	2	Action	0	Mannerism Films	Sunny Deol|Ammtoje Mann|Sudesh Berry|Sana Nawaz	Ammtoje Mann	Tony Sandhu	Sukhwinder Singh	Babu Singh Mann	Ammtoje Mann	none	Varun Gautam	1.0	0.0	14.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1455	1455	Filhaal...	631	1516	2002-02-01	2002	2000	Disaster	1	4.0	1.09	1.91	13.0	3.543	6.207999999999999	0	1	724000	70	155	4	0	1	Drama	0	Sughand Productions Pvt. Ltd.	Tabu|Sushmita Sen|Sanjay Suri|Palash Sen	Meghna Gulzar	Jhamu Sughand	Anu Malik	Gulzar	Meghna Gulzar	Meghna Gulzar	Meghna Gulzar	0.0	0.0	25.0	4.0	0.0	0.0	0.0	0.0	53.0	10.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1456	1456	Chaar Din Ki Chandni	22	1517	2012-03-09	2012	2010	Disaster	1	12.5	4.11	4.86	21.0	6.905	8.165	0	1	724000	725	134	10	1	1	Comedy	0	Top Angle Productions	Tusshar Kapoor|Kulraj Randhawa|Anupam Kher|Om Puri	Samir Karnik	Samir Karnik	Sandesh Shandilya|Shiv-Hari|Abhishek Ray|RDB	Sandeep Srivastava	none	none	none	2.0	1.0	54.0	5.0	4.0	1.0	3.0	1.0	16.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1457	1457	Guest In London	3560	1518	2017-07-07	2017	2015	Disaster	1	28.0	6.95	7.255	33.6	8.34	8.706	0	1	716000	1350	138	27	0	1	Comedy	0	Kiaan Entertainment Ltd.|Panorama Studios	Kartik Aryan|Kriti Kharbanda|Paresh Rawal|Tanvi Azmi	Ashwini Dhir	Abhishek Pathak|Kumar Mangat	Raghav Sachar|Amit Mishra	Kumaar|Arya Acharya	none	none	none	3.0	1.0	15.0	3.0	1.0	1.0	12.0	1.0	4.0	0.0	48.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1458	1458	Maseeha	645	1519	2002-12-13	2002	2000	Disaster	1	4.5	0.775	1.155	14.625	2.519	3.7539999999999996	0	1	716000	75	120	49	0	1	Action	0	Time Magnetics Pvt. Ltd.	Suneil Shetty|Namrata Shirodkar|Inder Kumar|Manek Bedi	Partho Ghosh	Pravin Shah	Anand Raj Anand	Dev Kohli	Pradeep Ghatak	Anwar Khan|Pradeep Ghatak	none	3.0	1.0	44.0	2.0	5.0	0.0	2.0	0.0	22.0	3.0	61.0	6.0	1.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
